Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P61079	UB2D3_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 D3 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D3) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D3) (Ubiquitin carrier protein D3) (Ubiquitin-conjugating enzyme E2(17)KB 3) (Ubiquitin-conjugating enzyme E2-17 kDa 3) (Ubiquitin-protein ligase D3)	Ube2d3	Mus musculus (Mouse)	147
Q91W82	UB2E2_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 E2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme E2) (Ubiquitin carrier protein E2) (Ubiquitin-protein ligase E2)	Ube2e2	Mus musculus (Mouse)	201
Q9D2M8	UB2V2_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 variant 2 (Ubc-like protein MMS2)	Ube2v2 Mms2 Uev2	Mus musculus (Mouse)	145
Q8C7R4	UBA6_MOUSE	reviewed	Ubiquitin-like modifier-activating enzyme 6 (Ubiquitin-activating enzyme 6) (EC 6.2.1.45) (Ubiquitin-activating enzyme E1-like protein 2) (E1-L2)	Uba6 Ube1l2	Mus musculus (Mouse)	1053
P60605	UB2G2_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 G2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme G2) (Ubiquitin carrier protein G2) (Ubiquitin-protein ligase G2)	Ube2g2	Mus musculus (Mouse)	165
Q02053	UBA1_MOUSE	reviewed	Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Ubiquitin-activating enzyme E1) (Ubiquitin-activating enzyme E1 X) (Ubiquitin-like modifier-activating enzyme 1 X)	Uba1 Sbx Ube1 Ube1ax Ube1x	Mus musculus (Mouse)	1058
Q8K2Z8	UB2Q2_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 Q2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Q2) (Ubiquitin carrier protein Q2) (Ubiquitin-protein ligase Q2)	Ube2q2	Mus musculus (Mouse)	378
P61089	UBE2N_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubc13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N)	Ube2n Blu	Mus musculus (Mouse)	152
Q99K23	UFSP2_MOUSE	reviewed	Ufm1-specific protease 2 (UfSP2) (EC 3.4.22.-)	Ufsp2	Mus musculus (Mouse)	461
A0PJN4	U2QL1_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2Q-like protein 1 (EC 2.3.2.23) (E2Q-like ubiquitin-conjugating enzyme 1)	Ube2ql1	Mus musculus (Mouse)	161
P62838	UB2D2_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 D2 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D2) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D2) (Ubiquitin carrier protein D2) (Ubiquitin-conjugating enzyme E2(17)KB 2) (Ubiquitin-conjugating enzyme E2-17 kDa 2) (Ubiquitin-protein ligase D2)	Ube2d2 Ubc4 Ubch4 Ubch5b Ube2d2a	Mus musculus (Mouse)	147
P52483	UB2E3_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 E3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme E3) (UbcM2) (Ubiquitin carrier protein E3) (Ubiquitin-conjugating enzyme E2-23 kDa) (Ubiquitin-protein ligase E3)	Ube2e3 Ubce4 Ubcm2	Mus musculus (Mouse)	207
Q6P073	UB2J2_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 J2 (EC 2.3.2.23) (Non-canonical ubiquitin-conjugating enzyme 2) (NCUBE-2)	Ube2j2 Ncube2	Mus musculus (Mouse)	259
P63280	UBC9_MOUSE	reviewed	SUMO-conjugating enzyme UBC9 (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9) (SUMO-protein ligase) (Ubiquitin carrier protein 9) (mUBC9) (Ubiquitin carrier protein I) (Ubiquitin-conjugating enzyme E2 I) (Ubiquitin-protein ligase I)	Ube2i Ubc9 Ubce2i Ubce9	Mus musculus (Mouse)	158
Q8VE47	UBA5_MOUSE	reviewed	Ubiquitin-like modifier-activating enzyme 5 (Ubiquitin-activating enzyme 5) (UFM1-activating enzyme) (Ubiquitin-activating enzyme E1 domain-containing protein 1)	Uba5 Ube1dc1	Mus musculus (Mouse)	403
Q8CFI2	UB2R1_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 R1 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme R1) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme R1) (Ubiquitin-conjugating enzyme E2-32 kDa complementing) (Ubiquitin-conjugating enzyme E2-CDC34) (Ubiquitin-protein ligase R1)	Cdc34 Ubch3 Ube2r1	Mus musculus (Mouse)	235
Q9Z255	UBE2A_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 A (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme A) (RAD6 homolog A) (HR6A) (mHR6A) (Ubiquitin carrier protein A) (Ubiquitin-protein ligase A)	Ube2a Rad6a	Mus musculus (Mouse)	152
Q9ES00	UBE4B_MOUSE	reviewed	Ubiquitin conjugation factor E4 B (EC 2.3.2.27) (RING-type E3 ubiquitin transferase E4 B) (Ubiquitin fusion degradation protein 2)	Ube4b Ufd2 Ufd2a	Mus musculus (Mouse)	1173
Q921J4	UBE2S_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 S (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme S) (Ubiquitin carrier protein S) (Ubiquitin-conjugating enzyme E2-24 kDa) (Ubiquitin-conjugating enzyme E2-EPF5) (Ubiquitin-protein ligase S)	Ube2s E2epf	Mus musculus (Mouse)	223
B1AY13	UBP24_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 24 (EC 3.4.19.12) (Deubiquitinating enzyme 24) (Ubiquitin thioesterase 24) (Ubiquitin-specific-processing protease 24)	Usp24	Mus musculus (Mouse)	2617
P57080	UBP25_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 25 (EC 3.4.19.12) (Deubiquitinating enzyme 25) (Ubiquitin thioesterase 25) (Ubiquitin-specific-processing protease 25) (mUSP25)	Usp25	Mus musculus (Mouse)	1055
Q6P9L4	UBP49_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 49 (EC 3.4.19.12) (Deubiquitinating enzyme 49) (Ubiquitin thioesterase 49) (Ubiquitin-specific-processing protease 49)	Usp49	Mus musculus (Mouse)	685
Q5BKP2	UBP13_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 13 (EC 3.4.19.12) (Deubiquitinating enzyme 13) (Ubiquitin thioesterase 13) (Ubiquitin-specific-processing protease 13)	Usp13	Mus musculus (Mouse)	858
Q8C0R0	UBP37_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 37 (EC 3.4.19.12) (Deubiquitinating enzyme 37) (Ubiquitin thioesterase 37) (Ubiquitin-specific-processing protease 37)	Usp37 Kiaa1594	Mus musculus (Mouse)	979
Q8BW70	UBP38_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 38 (EC 3.4.19.12) (Deubiquitinating enzyme 38) (Ubiquitin thioesterase 38) (Ubiquitin-specific-processing protease 38)	Usp38	Mus musculus (Mouse)	1042
Q8BWR4	UBP40_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 40 (EC 3.4.19.12) (Deubiquitinating enzyme 40) (Ubiquitin thioesterase 40) (Ubiquitin-specific-processing protease 40)	Usp40	Mus musculus (Mouse)	1235
B1AY15	UBP51_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 51 (EC 3.4.19.12) (Deubiquitinating enzyme 51)	Usp51	Mus musculus (Mouse)	661
P56399	UBP5_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Isopeptidase T) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)	Usp5 Isot	Mus musculus (Mouse)	858
Q6A4J8	UBP7_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (mHAUSP) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7)	Usp7 Hausp	Mus musculus (Mouse)	1103
Q8CCJ3	UFL1_MOUSE	reviewed	E3 UFM1-protein ligase 1 (EC 2.3.2.-) (E3 UFM1-protein transferase 1)	Ufl1 Kiaa0776	Mus musculus (Mouse)	793
P70362	UFD1_MOUSE	reviewed	Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1 homolog) (UB fusion protein 1)	Ufd1 Ufd1l	Mus musculus (Mouse)	307
Q7M764	U17PE_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 17-like protein E (USP17-E) (EC 3.4.19.12) (Deubiquitinating enzyme 17-like protein 2) (Deubiquitinating protein 3) (DUB-3) (Deubiquitinating protein 6) (Ubiquitin carboxyl-terminal hydrolase 17-like protein 2) (Ubiquitin thioesterase 17-like protein 2) (Ubiquitin-specific-processing protease 17-like protein 2)	Usp17le Dub3 Dub6 Usp17 Usp17l2	Mus musculus (Mouse)	540
Q8C878	UBA3_MOUSE	reviewed	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.-) (NEDD8-activating enzyme E1C) (Ubiquitin-activating enzyme E1C) (Ubiquitin-like modifier-activating enzyme 3) (Ubiquitin-activating enzyme 3)	Uba3 Ube1c	Mus musculus (Mouse)	462
Q8VDW4	UBE2W_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 W (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme W) (N-terminal E2 ubiquitin-conjugating enzyme) (EC 2.3.2.25) (N-terminus-conjugating E2) (Ubiquitin carrier protein W) (Ubiquitin-protein ligase W)	Ube2w	Mus musculus (Mouse)	151
Q9ES34	UBE3B_MOUSE	reviewed	Ubiquitin-protein ligase E3B (EC 2.3.2.26) (HECT-type ubiquitin transferase E3B)	Ube3b	Mus musculus (Mouse)	1070
Q99K46	UBP11_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 11 (EC 3.4.19.12) (Deubiquitinating enzyme 11) (Ubiquitin thioesterase 11) (Ubiquitin-specific-processing protease 11)	Usp11	Mus musculus (Mouse)	921
Q5DU02	UBP22_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 22 (EC 3.4.19.12) (Deubiquitinating enzyme 22) (Ubiquitin thioesterase 22) (Ubiquitin-specific-processing protease 22)	Usp22 Kiaa1063	Mus musculus (Mouse)	525
Q9D9M2	UBP12_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 12 (EC 3.4.19.12) (Deubiquitinating enzyme 12) (Ubiquitin thioesterase 12) (Ubiquitin-hydrolyzing enzyme 1) (Ubiquitin-specific-processing protease 12)	Usp12 Ubh1	Mus musculus (Mouse)	370
Q99LG0	UBP16_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 16 (EC 3.4.19.12) (Deubiquitinating enzyme 16) (Ubiquitin thioesterase 16) (Ubiquitin-specific-processing protease 16)	Usp16	Mus musculus (Mouse)	825
Q9R0P9	UCHL1_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase isozyme L1 (UCH-L1) (EC 3.4.19.12) (EC 6.-.-.-) (Neuron cytoplasmic protein 9.5) (PGP 9.5) (PGP9.5) (Ubiquitin thioesterase L1)	Uchl1	Mus musculus (Mouse)	223
Q8VBW6	ULA1_MOUSE	reviewed	NEDD8-activating enzyme E1 regulatory subunit (Amyloid beta precursor protein-binding protein 1, 59 kDa) (APP-BP1) (Amyloid protein-binding protein 1)	Nae1 Appbp1	Mus musculus (Mouse)	534
F8WIE5	F8WIE5_MOUSE	unreviewed	E3 ubiquitin-protein ligase HECTD1	Hectd1	Mus musculus (Mouse)	2610
Q9CYM1	Q9CYM1_MOUSE	unreviewed	Uncharacterized protein	Herc3	Mus musculus (Mouse)	913
Q3V2N4	Q3V2N4_MOUSE	unreviewed	Uncharacterized protein	Ube2h	Mus musculus (Mouse)	183
Q80W01	Q80W01_MOUSE	unreviewed	AU042671 protein (Fragment)	Hectd4 AU042671 Gm15800	Mus musculus (Mouse)	298
Q8BWQ9	Q8BWQ9_MOUSE	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	Uchl3	Mus musculus (Mouse)	211
A0A286YE31	A0A286YE31_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 E1 (Fragment)	Ube2e1	Mus musculus (Mouse)	148
Q3UWQ1	Q3UWQ1_MOUSE	unreviewed	Uncharacterized protein	Ube2c	Mus musculus (Mouse)	179
Q641N8	Q641N8_MOUSE	unreviewed	Nedd4l protein (Fragment)	Nedd4l	Mus musculus (Mouse)	875
Q9ERK8	Q9ERK8_MOUSE	unreviewed	Ubiquitin-conjugating enzyme MHR6BN	Hr6bn	Mus musculus (Mouse)	148
A0A1W2P892	A0A1W2P892_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 R1 (Fragment)	Cdc34	Mus musculus (Mouse)	86
A0A1Y7VJ05	A0A1Y7VJ05_MOUSE	unreviewed	E3 ubiquitin-protein ligase HECW1 (Fragment)	Hecw1	Mus musculus (Mouse)	1177
G3UZL6	G3UZL6_MOUSE	unreviewed	SUMO-conjugating enzyme UBC9	Ube2i	Mus musculus (Mouse)	101
D6RES1	D6RES1_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 G1	Ube2g1	Mus musculus (Mouse)	99
A0A140T8I4	A0A140T8I4_MOUSE	unreviewed	Cell division cycle 34B	Cdc34b	Mus musculus (Mouse)	237
A0A0U1RQ75	A0A0U1RQ75_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 S (Fragment)	Ube2s	Mus musculus (Mouse)	46
A0A2I3BQS6	A0A2I3BQS6_MOUSE	unreviewed	E3 ubiquitin-protein ligase UBR5	Ubr5	Mus musculus (Mouse)	2798
F7CLE5	F7CLE5_MOUSE	unreviewed	Ubiquitinyl hydrolase 1 (EC 3.4.19.12) (Fragment)	Usp45	Mus musculus (Mouse)	210
E9Q7E5	E9Q7E5_MOUSE	unreviewed	G2/M phase-specific E3 ubiquitin-protein ligase	G2e3	Mus musculus (Mouse)	622
E9Q2H1	E9Q2H1_MOUSE	unreviewed	E3 ubiquitin-protein ligase UBR5	Ubr5	Mus musculus (Mouse)	2792
Q3UV52	Q3UV52_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.26)	Wwp1	Mus musculus (Mouse)	918
Q8BNS1	Q8BNS1_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Ube3a	Mus musculus (Mouse)	34
Q6PDJ9	Q6PDJ9_MOUSE	unreviewed	AU042671 protein (Fragment)	Hectd4 AU042671 Gm15800	Mus musculus (Mouse)	1062
A0A0N4SW02	A0A0N4SW02_MOUSE	unreviewed	Hect domain and RLD 3 (Fragment)	Herc3	Mus musculus (Mouse)	97
J3QSN2	J3QSN2_MOUSE	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	Usp13	Mus musculus (Mouse)	857
E9Q4D8	E9Q4D8_MOUSE	unreviewed	Ubiquitinyl hydrolase 1 (EC 3.4.19.12) (Fragment)	Usp45	Mus musculus (Mouse)	257
Q80TB1	Q80TB1_MOUSE	unreviewed	MKIAA1625 protein (Fragment)	Smurf1 mKIAA1625	Mus musculus (Mouse)	222
D3Z4U3	D3Z4U3_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 K	Ube2k	Mus musculus (Mouse)	157
G3UYP0	G3UYP0_MOUSE	unreviewed	SUMO-conjugating enzyme UBC9 (Fragment)	Ube2i	Mus musculus (Mouse)	103
E0CZE0	E0CZE0_MOUSE	unreviewed	NEDD8-activating enzyme E1 regulatory subunit	Nae1	Mus musculus (Mouse)	510
E9PZP8	E9PZP8_MOUSE	unreviewed	HECT and RLD domain-containing E3 ubiquitin protein ligase family member 1	Herc1	Mus musculus (Mouse)	4859
F7CDT0	F7CDT0_MOUSE	unreviewed	NEDD8-conjugating enzyme Ubc12 (Fragment)	Ube2m	Mus musculus (Mouse)	171
G3UZX2	G3UZX2_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 G2 (Fragment)	Ube2g2	Mus musculus (Mouse)	71
A2A4Z1	A2A4Z1_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 C	Ube2c	Mus musculus (Mouse)	171
G3UZA7	G3UZA7_MOUSE	unreviewed	Small ubiquitin-related modifier (SUMO)	Sumo3	Mus musculus (Mouse)	113
Q8BYZ5	Q8BYZ5_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Hectd4 AU042671 Gm15800	Mus musculus (Mouse)	383
A0A0R4J029	A0A0R4J029_MOUSE	unreviewed	Autophagy-related 10 (Yeast), isoform CRA_a (Ubiquitin-like-conjugating enzyme ATG10)	Atg10 mCG_113985	Mus musculus (Mouse)	211
Q6ZWQ6	Q6ZWQ6_MOUSE	unreviewed	Huntingtin interacting protein 2, isoform CRA_e	Ube2k Hip2 mCG_10263	Mus musculus (Mouse)	200
B2RTM4	B2RTM4_MOUSE	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	Uchl4 mCG_12794	Mus musculus (Mouse)	233
A2AFH2	A2AFH2_MOUSE	unreviewed	Similar to ubiquitin-conjugating enzyme E2D 2 (Ubiquitin-conjugating enzyme E2D N-terminal-like 2)	Ube2dnl2 4930524E20Rik MGC58426 mCG_148138	Mus musculus (Mouse)	155
Q3UEV2	Q3UEV2_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.27)	Siah2 mCG_126862	Mus musculus (Mouse)	325
Q4FCQ7	Q4FCQ7_MOUSE	unreviewed	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	Ate1 Ate1-3	Mus musculus (Mouse)	509
G3X9H8	G3X9H8_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.26)	Nedd4l mCG_131856	Mus musculus (Mouse)	855
D3Z0Y8	D3Z0Y8_MOUSE	unreviewed	Ubiquitin thioesterase (EC 3.4.19.12)	Otub2	Mus musculus (Mouse)	323
A2AHZ2	A2AHZ2_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.27)	Siah1b mCG_115797	Mus musculus (Mouse)	282
B2RPZ5	B2RPZ5_MOUSE	unreviewed	Hectd2 protein (Probable E3 ubiquitin-protein ligase HECTD2)	Hectd2	Mus musculus (Mouse)	775
Q3U5V6	Q3U5V6_MOUSE	unreviewed	Uncharacterized protein	Ube2d3	Mus musculus (Mouse)	147
Q3UFQ4	Q3UFQ4_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2D 1, UBC4/5 homolog (Yeast), isoform CRA_b	Ube2d1 mCG_17825	Mus musculus (Mouse)	147
A2RTT4	A2RTT4_MOUSE	unreviewed	MCG4297 (Ubiquitin-conjugating enzyme E2N)	Ube2n mCG_4297	Mus musculus (Mouse)	152
B2RWG3	B2RWG3_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.27)	Siah3 Gm912	Mus musculus (Mouse)	268
A0A0U1RQ37	A0A0U1RQ37_MOUSE	unreviewed	MCG20927, isoform CRA_b (Ubiquitin-conjugating enzyme E2 S)	Ube2s mCG_20927	Mus musculus (Mouse)	226
Q3U431	Q3U431_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2G 2, isoform CRA_b	Ube2g2 mCG_3379	Mus musculus (Mouse)	165
B9EHN0	B9EHN0_MOUSE	unreviewed	Ubiquitin-activating enzyme E1, Chr X (Ubiquitin-like modifier activating enzyme 1)	Uba1 Ube1x mCG_126518	Mus musculus (Mouse)	1058
I3RSH5	I3RSH5_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.26)	Wwp2 mCG_9353	Mus musculus (Mouse)	870
G5E876	G5E876_MOUSE	unreviewed	Hect domain and RLD 3 (Hect domain and RLD 3, isoform CRA_a)	Herc3 mCG_123509	Mus musculus (Mouse)	913
Q3TXI7	Q3TXI7_MOUSE	unreviewed	E3 ubiquitin-protein ligase WWP2 short isoform (NEDD4-like E3 ubiquitin-protein ligase WWP2)	Wwp2	Mus musculus (Mouse)	431
G5E919	G5E919_MOUSE	unreviewed	NEDD8-conjugating enzyme Ubc12 (Ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast), isoform CRA_b)	Ube2m mCG_140150	Mus musculus (Mouse)	86
Q3UT95	Q3UT95_MOUSE	unreviewed	MCG121966	Ube2d2a mCG_121966	Mus musculus (Mouse)	147
A2RSE4	A2RSE4_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2B, RAD6 homology (S. cerevisiae) (Ubiquitin-conjugating enzyme E2B, RAD6 homology (S. cerevisiae), isoform CRA_b)	Ube2b mCG_6978	Mus musculus (Mouse)	152
Q4QQL2	Q4QQL2_MOUSE	unreviewed	MCG22362, isoform CRA_a (Ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast))	Ube2d3 mCG_22362	Mus musculus (Mouse)	147
Q3UCS1	Q3UCS1_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2A, RAD6 homolog (S. cerevisiae), isoform CRA_c	Ube2a mCG_11559	Mus musculus (Mouse)	152
Q561N4	Q561N4_MOUSE	unreviewed	MCG1032217 (MCG131170) (Ubiquitin-conjugating enzyme E2L 3)	Ube2l3 mCG_1032217 mCG_131170	Mus musculus (Mouse)	154
A0A1S6GWH5	A0A1S6GWH5_MOUSE	unreviewed	Uncharacterized protein	Uba1	Mus musculus (Mouse)	1118
B9EKB3	B9EKB3_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.26)	Wwp1	Mus musculus (Mouse)	918
Q9CU76	Q9CU76_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Huwe1 Ureb1	Mus musculus (Mouse)	159
Q80WX3	Q80WX3_MOUSE	unreviewed	Smurf2 protein (Fragment)	Smurf2	Mus musculus (Mouse)	133
Q3UGL0	Q3UGL0_MOUSE	unreviewed	Uncharacterized protein	Arel1 1110018G07Rik	Mus musculus (Mouse)	823
Q80U90	Q80U90_MOUSE	unreviewed	MKIAA0032 protein (Fragment)	mKIAA0032	Mus musculus (Mouse)	938
F6QWP5	F6QWP5_MOUSE	unreviewed	Ubiquitinyl hydrolase 1 (EC 3.4.19.12) (Fragment)	Usp20	Mus musculus (Mouse)	143
Q7TMG3	Q7TMG3_MOUSE	unreviewed	Wwp1 protein (Fragment)	Wwp1	Mus musculus (Mouse)	252
Q9D1S1	Q9D1S1_MOUSE	unreviewed	Uncharacterized protein	Ube2d3	Mus musculus (Mouse)	147
A0A0H2UKB8	A0A0H2UKB8_MOUSE	unreviewed	Ubiquitinyl hydrolase 1 (EC 3.4.19.12)	Usp33	Mus musculus (Mouse)	897
Q3TUV9	Q3TUV9_MOUSE	unreviewed	Uncharacterized protein	Ube2a	Mus musculus (Mouse)	143
A0A1D5RM92	A0A1D5RM92_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.26)	Wwp2	Mus musculus (Mouse)	824
Q3TQK9	Q3TQK9_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Nedd4l	Mus musculus (Mouse)	896
A0A286YCM8	A0A286YCM8_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.26)	Nedd4l	Mus musculus (Mouse)	835
A0A0J9YU07	A0A0J9YU07_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 K	Ube2k	Mus musculus (Mouse)	149
Q6P289	Q6P289_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.26)	Itch	Mus musculus (Mouse)	806
A0A1L1SQ41	A0A1L1SQ41_MOUSE	unreviewed	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	Ate1	Mus musculus (Mouse)	559
E9PYW4	E9PYW4_MOUSE	unreviewed	E3 ubiquitin-protein ligase RNF168 (EC 2.3.2.27) (RING finger protein 168) (RING-type E3 ubiquitin transferase RNF168)	Rnf168 RNF168	Mus musculus (Mouse)	567
C6EQH4	C6EQH4_MOUSE	unreviewed	ASL1/Ube3a fusion protein	Ube3a	Mus musculus (Mouse)	51
A0A0J9YUN2	A0A0J9YUN2_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 A	Ube2a	Mus musculus (Mouse)	119
Q6ZQ86	Q6ZQ86_MOUSE	unreviewed	MKIAA0614 protein (Fragment)	Hectd4 AU042671 Gm15800 mKIAA0614	Mus musculus (Mouse)	1159
E0CXC2	E0CXC2_MOUSE	unreviewed	E3 ubiquitin-protein ligase RNF8 (EC 2.3.2.27) (RING finger protein 8) (RING-type E3 ubiquitin transferase RNF8)	Gm28043 RNF8 Rnf8	Mus musculus (Mouse)	719
Q6NV63	Q6NV63_MOUSE	unreviewed	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Brca1	Mus musculus (Mouse)	1811
Q9Z1D2	Q9Z1D2_MOUSE	unreviewed	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Brca1 BRCA1	Mus musculus (Mouse)	1812
A0A1W2P7U1	A0A1W2P7U1_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 R1	Cdc34	Mus musculus (Mouse)	190
Q6P066	Q6P066_MOUSE	unreviewed	Smurf2 protein (Fragment)	Smurf2	Mus musculus (Mouse)	190
A0A0G2JE32	A0A0G2JE32_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 D3 (Fragment)	Ube2d3	Mus musculus (Mouse)	132
Q8CFQ0	Q8CFQ0_MOUSE	unreviewed	Hect domain and RLD 3	Herc3	Mus musculus (Mouse)	1050
E9Q8W9	E9Q8W9_MOUSE	unreviewed	Ubiquitinyl hydrolase 1 (EC 3.4.19.12)	Usp3	Mus musculus (Mouse)	482
Q3UJU3	Q3UJU3_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.26)	Wwp2	Mus musculus (Mouse)	824
Q80TK2	Q80TK2_MOUSE	unreviewed	Ubiquitinyl hydrolase 1 (EC 3.4.19.12) (Fragment)	mKIAA1097	Mus musculus (Mouse)	837
Q8VH44	Q8VH44_MOUSE	unreviewed	Ubiquitin-conjugating enzyme (Fragment)	Mhr6a	Mus musculus (Mouse)	81
A0A0U1RNG9	A0A0U1RNG9_MOUSE	unreviewed	E3 ubiquitin-protein ligase HERC2 (Fragment)	Herc2	Mus musculus (Mouse)	167
Q5DTH1	Q5DTH1_MOUSE	unreviewed	MKIAA4216 protein (Fragment)	Ube3a mKIAA4216	Mus musculus (Mouse)	906
A0A0J9YUW6	A0A0J9YUW6_MOUSE	unreviewed	Ubiquitin-conjugating enzyme E2 A (Fragment)	Ube2a	Mus musculus (Mouse)	110
Q3UT93	Q3UT93_MOUSE	unreviewed	E3 ubiquitin-protein ligase (EC 2.3.2.27) (Fragment)	Siah2	Mus musculus (Mouse)	376
Q8BSC0	Q8BSC0_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Smurf1	Mus musculus (Mouse)	355
Q9D466	Q9D466_MOUSE	unreviewed	Small ubiquitin-related modifier (SUMO)	4933411G06Rik	Mus musculus (Mouse)	117
